SXF_TRACKER-scan-momentum-sexts-on.data  vs-off   data
-------------------------------------------------------------------------------
mx06         mx07          Qx-1           Qy-1          Qx-2           Qy-2       
  0                  0           0.40527      0.27344     0.40087     0.28759

 0.1                0           0.40527      0.27344     0.38476     0.33886
                                   0.38476      0.33886
                                   -----------      -----------
                                   0.02051     -0.06542

  0                0.1          0.40527      0.27344     0.3842       0.33789
                                   0.38420      0.33789
                                   -----------      -----------
                                    0.02107     -0.06445

 0.1                0            0.40527      0.27343     0.38378     0.33886
 0.1                0            0.40527      0.27343     0.38378     0.33886
  0                 0.1          0.40527      0.27343     0.3842       0.33789
Set D_x=D_x'=0.0
  0                  0.1         0.40527      0.27343     0.38378      0.33789     

Fix order of matrix elements in MAPLE                       
-0.213093 -0.037885   0.40527      0.27343     0.38281     0.332031

 0                  0              0.40527      0.27343     0.39941    0.290039
0.2                0              0.40527      0.27343     0.39941    0.291015
 0                 0.2            0.40527      0.27343     0.40039    0.291015
 0                 1.0            0.40527      0.27343     0.40136    0.29199
 0                 2.0            0.40527      0.27343     0.40234    0.29492

switch to MXG-MXS 
MXL        MXG-MXS 
 0                  1.0            0.40527     0.27343      0.40234    0.29296
 0                  2.0            0.40527     0.27343      0.40527    0.29687
 1                  3.0            0.40527     0.27343      0.41015    0.31835
 -1                 3.0            0.40527     0.27343      0.40625    0.27246
 -1.0              2.7            0.40527     0.27343      0.40527    0.27246
-0.9900         2.7000      0.40527     0.27343      0.40527    0.27246
-0.9900         2.5000      0.40527     0.27343      0.40527    0.27246

Reduce delta 0.0005 -> 0.0003 and increase number of turns  1024 -> 2048
-0.9900         2.5000      0.405273    0.27343    0.405273   0.27441
-1.0500         2.5000      0.405273    0.27343    0.405273   0.27343  
   Call this "COSY-Vera-mx06-mx07-rf-sexts-on-no-collimators-MX-achrom.sxf"

Wed Apr 22 10:20:16 EDT 2020
Adjust Dx and Dxp
  double Dx_nom = 16.2; // rtrt adjusted Wed Apr 22 10:11:02 EDT 2020, for 
  double Dxp_nom =  0.13;  // rtrt adjusted Wed Apr 22 10:11:02 EDT 2020

   MXL         MXG-MXS          Qx-0          Qy-0             Qx-1           Qy-1          Qx-2          Qy-2       
 -0.250001   0.625001       0.39941    0.25097        0.40625    0.27246       0.41210    0.29394
 -0.250001   0.600001       0.40039    0.25195        0.40625    0.27246       0.41113    0.2929
 -0.250001   0.500001       0.40136    0.25488 q       0.40527    0.27246       0.41015    0.2910
 -0.250001   0.400001       0.40332    0.25683        0.40527    0.27343       0.40820    0.2890
 -0.270001   0.4000001     0.40332    0.25683        0.40527    0.27343       0.40820    0.2890
         
Thu Apr 23 09:39:51 EDT 2020
double Delta_delta = 0.0003;   // fractional momentum step size
double x_nom = 0.005; // 0.005;      // nominal horizontal amplitude 
double y_nom = 0.005; // 0.005;      // nominal vertical amplitude 

    MXL         MXG-MXS        Qx-0          Qy-0             Qx-1            Qy-1          Qx-2          Qy-2       

 -0.270001   0.6000001     0.400390   0.250976      0.40625     0.272460       0.41113   0.292968
 -0.270001   0.4000001     0.40332     0.256835      0.405273   0.273437       0.40820   0.289062
 -0.270001   0.3000001     0.404296   0.260742      0.405273   0.273437       0.40625   0.285156
 -0.270001   0.2000001     0.40625     0.26171        0.405273   0.273437       0.40429   0.28417
 -0.270001   0.1000001     0.408203   0.265625      0.405273   0.273437       0.403320  0.280273
 -0.270001   0.0000001     0.40918     0.26562        0.405273   0.273437       0.39062   0.28027
 -0.270001  -0.1000001  
 -0.270001  -0.2000001     0.41210     0.26953        0.405273   0.273437       0.39843   0.27539
 -0.270001  -0.3000001     
 -0.270001  -0.4000001     0.416015   0.272460      0.40625     0.272460       0.395507 0.270507
 -0.270001  -0.6000001     0.418945   0.275390      0.40625     0.272460       0.393554 0.266601
 -0.270001  -0.8000001     0.422851   0.278320      0.407226   0.271484       0.390625 0.261718
                         --------------
-0.300001    0.6000001     0.400390    0.250976     0.405273   0.272460       0.411132  0.292968
-0.300001    0.4000001     0.403320    0.256835     0.405273   0.273437       0.408203  0.289062
-0.300001    0.2000001     0.40625      0.261718     0.405273   0.273437       0.404296  0.284179
-0.300001    0.0000001     0.409179    0.265625     0.405273   0.273437       0.401367  0.279296
-0.300001   -0.2000001     0.412109    0.269531     0.405273   0.273437       0.398437  0.275390
                        --------------
-0.330001    -0.2000001    0.412109    0.270507     0.405273   0.272460       0.398437   0.274414
-0.330001    -0.3000001    0.414062    0.272460     0.40625     0.272460       0.397460   0.272460
-0.330001    -0.4000001    0.416015    0.273437     0.40625     0.272460       0.395507   0.270507
                        --------------
-0.400001    0.6000001      0.400390    0.252929     0.405273   0.272460       0.411132  0.291992
-0.400001    0.4000001      0.403320    0.258789     0.405273   0.273437       0.408203  0.287109
-0.400001    0.2000001      0.40625      0.262695     0.405273   0.273437       0.404296  0.283203
-0.400001    0.0000001      0.409179    0.267578     0.405273   0.273437       0.401367  0.278320
-0.400001   -0.2000001      0.413085    0.270507     0.405273   0.272460       0.398437  0.273437
-0.400001   -0.4000001      0.416015    0.274414     0.40625     0.272460       0.395507   0.269531
                        --------------
-0.300001    0.2000001     0.40625      0.261718     0.405273   0.273437       0.404296  0.284179
-0.400001    0.2000001     0.40625      0.262695     0.405273   0.273437       0.404296  0.283203
-0.500001    0.2000001     0.40625      0.264648     0.405273   0.273437       0.404296  0.28125
-0.600001    0.2000001     0.40625      0.265625     0.405273   0.273437       0.404296  0.280273
-0.700001    0.2000001     
-0.800001    0.2000001     0.40722      0.267578     0.405273   0.27343         0.404296  0.277343
